"Pokémon","Objeto","Habilidad","Teratipo","Mov1","Mov2","Mov3","Mov4","Torneo","Nombre","cluster"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Electroweb","Draco Meteor","Snarl","Pokemon Day Week x Nino FF #85","cucumbercat","Dondozo-Tatsu"
"Chi-Yu","Choice Specs","Beads of Ruin","Ghost","Heat Wave","Dark Pulse","Overheat","Snarl","Pokemon Day Week x Nino FF #85","cucumbercat","Dondozo-Tatsu"
"Urshifu","Focus Sash","Unseen Fist","Stellar","Wicked Blow","Sucker Punch","Close Combat","Protect","Pokemon Day Week x Nino FF #85","cucumbercat","Dondozo-Tatsu"
"Tatsugiri","Life Orb","Commander","Steel","Dragon Pulse","Draco Meteor","Muddy Water","Protect","Pokemon Day Week x Nino FF #85","cucumbercat","Dondozo-Tatsu"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Icy Wind","Taunt","Protect","Pokemon Day Week x Nino FF #85","cucumbercat","Dondozo-Tatsu"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Shadow Ball","Icy Wind","Protect","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Dragonite","Choice Band","Inner Focus","Normal","Extreme Speed","Outrage","Aerial Ace","Earthquake","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Dondozo","Leftovers","Unaware","Grass","Wave Crash","Earthquake","Order Up","Protect","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Ice Spinner","Sucker Punch","Sacred Sword","Protect","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Glimmora","Power Herb","Toxic Debris","Grass","Meteor Beam","Sludge Bomb","Mortal Spin","Spiky Shield","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Tatsugiri","Choice Scarf","Commander","Steel","Muddy Water","Draco Meteor","Icy Wind","Dragon Pulse","Pokemon Day Week x Nino FF #84","fester213","Dondozo-Tatsu"
"Dondozo","Leftovers","Unaware","Grass","Earthquake","Tera Blast","Order Up","Protect","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Tatsugiri","Wide Lens","Commander","Poison","Draco Meteor","Muddy Water","Protect","Taunt","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Entei","Life Orb","Inner Focus","Normal","Sacred Fire","Extreme Speed","Protect","Stomping Tantrum","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Sacred Sword","Protect","Ice Spinner","Sucker Punch","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Glimmora","Power Herb","Toxic Debris","Grass","Meteor Beam","Sludge Bomb","Mortal Spin","Spiky Shield","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Shadow Ball","Dazzling Gleam","Icy Wind","Protect","HIMMY BURNT GLIZZY TOUR #27 (100$ FOR 1ST)","jocan","Dondozo-Tatsu"
"Dondozo","Leftovers","Unaware","Grass","Earthquake","Tera Blast","Order Up","Protect","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Tatsugiri","Rocky Helmet","Commander","Poison","Draco Meteor","Muddy Water","Protect","Taunt","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Entei","Life Orb","Inner Focus","Normal","Sacred Fire","Extreme Speed","Protect","Stomping Tantrum","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","Sacred Sword","Protect","Ice Spinner","Sucker Punch","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Glimmora","Power Herb","Toxic Debris","Grass","Meteor Beam","Sludge Bomb","Mortal Spin","Spiky Shield","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Shadow Ball","Icy Wind","Dazzling Gleam","Protect","SpearPillar S/V Cart Tour #18","torch","Dondozo-Tatsu"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","Detect","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Rain Dance","Protect","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Grass","Flare Blitz","Knock Off","Parting Shot","Fake Out","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderbolt","Snarl","Thunderclap","Draco Meteor","regional-dortmund","Adam Cherfaoui","Gholdengo Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Shadow Ball","Dazzling Gleam","Protect","regional-portland","Alberto Lara","Gholdengo Control"
"Urshifu-Rapid-Strike","Mystic Water","Unseen Fist","Water","Surging Strikes","Close Combat","Aqua Jet","Detect","regional-portland","Alberto Lara","Gholdengo Control"
"Whimsicott","Covert Cloak","Prankster","Fire","Dazzling Gleam","Helping Hand","Fake Tears","Tailwind","regional-portland","Alberto Lara","Gholdengo Control"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-portland","Alberto Lara","Gholdengo Control"
"Gholdengo","Life Orb","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-portland","Alberto Lara","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Water","Flare Blitz","Knock Off","Fake Out","Parting Shot","regional-portland","Alberto Lara","Gholdengo Control"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Moonblast","Dazzling Gleam","Shadow Ball","Protect","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","Protect","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Icy Wind","Tailwind","Protect","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Grass","Flare Blitz","Knock Off","Fake Out","Parting Shot","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Wood Hammer","Follow Me","Spiky Shield","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Gholdengo","Metal Coat","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-liverpool","Anthony-Christopher Manolache","Gholdengo Control"
"Gholdengo","Metal Coat","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-portland","Anton Galkin","Gholdengo Control"
"Regidrago","Dragon Fang","Dragon's Maw","Steel","Dragon Energy","Draco Meteor","Earth Power","Protect","regional-portland","Anton Galkin","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Follow Me","Spiky Shield","Horn Leech","regional-portland","Anton Galkin","Gholdengo Control"
"Incineroar","Assault Vest","Intimidate","Dragon","Fake Out","Flare Blitz","Snarl","U-turn","regional-portland","Anton Galkin","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Icy Wind","Protect","regional-portland","Anton Galkin","Gholdengo Control"
"Scream Tail","Booster Energy","Protosynthesis","Ghost","Dazzling Gleam","Disable","Encore","Protect","regional-portland","Anton Galkin","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Spiky Shield","Follow Me","Horn Leech","regional-knoxville","Austin Le","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Detect","Sucker Punch","Close Combat","regional-knoxville","Austin Le","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Protect","Rain Dance","regional-knoxville","Austin Le","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Shadow Ball","Make It Rain","Nasty Plot","Protect","regional-knoxville","Austin Le","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Thunderbolt","Tera Blast","Draco Meteor","regional-knoxville","Austin Le","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Fake Out","Knock Off","Parting Shot","Flare Blitz","regional-knoxville","Austin Le","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Close Combat","Detect","Sucker Punch","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Close Combat","Detect","Sucker Punch","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Draco Meteor","Thunderclap","Snarl","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderbolt","Draco Meteor","Thunderclap","Tera Blast","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Knock Off","Flare Blitz","Parting Shot","Fake Out","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Water","Knock Off","Flare Blitz","Parting Shot","Fake Out","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Rain Dance","Protect","regional-dortmund","Eduardo Cunha","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Rain Dance","Protect","regional-liverpool","Eduardo Cunha","Gholdengo Control"
"Urshifu","Choice Band","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","U-turn","regional-portland","Enzo Reci","Gholdengo Control"
"Entei","Assault Vest","Inner Focus","Fairy","Sacred Fire","Extreme Speed","Stomping Tantrum","Tera Blast","regional-portland","Enzo Reci","Gholdengo Control"
"Gholdengo","Metal Coat","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-portland","Enzo Reci","Gholdengo Control"
"Smeargle","Focus Sash","Moody","Ghost","Spore","Follow Me","Wide Guard","Fake Out","regional-portland","Enzo Reci","Gholdengo Control"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","Hyper Voice","Blood Moon","Earth Power","Protect","regional-portland","Enzo Reci","Gholdengo Control"
"Tornadus","Covert Cloak","Prankster","Flying","Bleakwind Storm","Tailwind","Grass Knot","Taunt","regional-portland","Enzo Reci","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Fake Out","Flare Blitz","Parting Shot","Knock Off","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Water","Fake Out","Flare Blitz","Parting Shot","Knock Off","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Protect","Rain Dance","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Protect","Rain Dance","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Sucker Punch","Close Combat","Protect","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Sucker Punch","Close Combat","Protect","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Electroweb","Draco Meteor","Snarl","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Thunderclap","Thunderbolt","Draco Meteor","Tera Blast","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Francesco Luigi Pardini","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-liverpool","Francesco Luigi Pardini","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Rain Dance","Protect","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Fake Out","Parting Shot","Flare Blitz","Knock Off","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Electroweb","Snarl","Draco Meteor","Thunderclap","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Close Combat","Wicked Blow","Sucker Punch","Protect","regional-dortmund","Giulio Tarlao","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Follow Me","Spiky Shield","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","Draco Meteor","Thunderclap","Electroweb","Snarl","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Tornadus","Rocky Helmet","Prankster","Steel","Bleakwind Storm","Tailwind","Rain Dance","Protect","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Urshifu","Focus Sash","Unseen Fist","Dark","Wicked Blow","Sucker Punch","Close Combat","Detect","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Gholdengo","Leftovers","Good as Gold","Fairy","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Incineroar","Sitrus Berry","Intimidate","Ghost","Flare Blitz","Knock Off","Fake Out","Parting Shot","regional-dortmund","Giuseppe Musicco","Gholdengo Control"
"Entei","Assault Vest","Inner Focus","Fairy","Sacred Fire","Extreme Speed","Stomping Tantrum","Tera Blast","regional-portland","Ian McLaughlin","Gholdengo Control"
"Ursaluna-Bloodmoon","Throat Spray","Mind's Eye","Normal","Hyper Voice","Earth Power","Blood Moon","Protect","regional-portland","Ian McLaughlin","Gholdengo Control"
"Urshifu","Choice Band","Unseen Fist","Dark","Wicked Blow","Close Combat","Sucker Punch","U-turn","regional-portland","Ian McLaughlin","Gholdengo Control"
"Gholdengo","Metal Coat","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-portland","Ian McLaughlin","Gholdengo Control"
"Tornadus","Covert Cloak","Prankster","Flying","Bleakwind Storm","Tailwind","Grass Knot","Taunt","regional-portland","Ian McLaughlin","Gholdengo Control"
"Smeargle","Focus Sash","Moody","Ghost","Spore","Follow Me","Wide Guard","Fake Out","regional-portland","Ian McLaughlin","Gholdengo Control"
"Grimmsnarl","Light Clay","Prankster","Steel","Spirit Break","Thunder Wave","Reflect","Light Screen","regional-dortmund","Jack Clarke","Gholdengo Control"
"Grimmsnarl","Light Clay","Prankster","Steel","Spirit Break","Thunder Wave","Reflect","Light Screen","regional-liverpool","Jack Clarke","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Swords Dance","Spiky Shield","regional-dortmund","Jack Clarke","Gholdengo Control"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","Ivy Cudgel","Horn Leech","Swords Dance","Spiky Shield","regional-liverpool","Jack Clarke","Gholdengo Control"
"Okidogi","Assault Vest","Guard Dog","Water","Gunk Shot","Drain Punch","High Horsepower","Upper Hand","regional-dortmund","Jack Clarke","Gholdengo Control"
"Okidogi","Assault Vest","Guard Dog","Water","Gunk Shot","Drain Punch","High Horsepower","Upper Hand","regional-liverpool","Jack Clarke","Gholdengo Control"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Knock Off","Acrobatics","Tailwind","Protect","regional-dortmund","Jack Clarke","Gholdengo Control"
"Roaring Moon","Booster Energy","Protosynthesis","Flying","Knock Off","Acrobatics","Tailwind","Protect","regional-liverpool","Jack Clarke","Gholdengo Control"
"Gholdengo","Sitrus Berry","Good as Gold","Dragon","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-dortmund","Jack Clarke","Gholdengo Control"
"Gholdengo","Sitrus Berry","Good as Gold","Dragon","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-liverpool","Jack Clarke","Gholdengo Control"
"Entei","Choice Band","Inner Focus","Fairy","Sacred Fire","Extreme Speed","Stone Edge","Flare Blitz","regional-dortmund","Jack Clarke","Gholdengo Control"
"Entei","Choice Band","Inner Focus","Fairy","Sacred Fire","Extreme Speed","Stomping Tantrum","Stone Edge","regional-liverpool","Jack Clarke","Gholdengo Control"
"Arcanine-Hisui","Choice Band","Intimidate","Fairy","Flare Blitz","Rock Slide","Tera Blast","Extreme Speed","regional-liverpool","Kian Gregory","Gholdengo Control"
"Gholdengo","Life Orb","Good as Gold","Steel","Make It Rain","Shadow Ball","Nasty Plot","Protect","regional-liverpool","Kian Gregory","Gholdengo Control"
