Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Carlos Cabal,ES,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Calm Mind,Protect,Dragon Pulse,Landorus, Life Orb,Sheer Force,Poison,Substitute,Earth Power,Sludge Bomb,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide,Incineroar, Safety Goggles,Intimidate,Ghost,Taunt,Fake Out,Flare Blitz,Parting Shot,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Alex DellaPasqua ,Win,Matteo Moscardini ,Loss,Regino Domínguez ,Loss,Salvatore Scaraglino ,Win,Robin Kracht ,Win,Lucas Rodrigues Carneiro ,Win,Vu Nguyen ,Win,Mike Reiziger ,Win,Malte Rogoll ,Win,Bart van Doorn ,Win,Oliver Marek ,Win,Sven van der Voorden ,Loss,Mark Cotter ,Win,Oliver Gausden ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/181,https://pokepast.es/4198f8d94426c521,10,4
special-utrecht,Oficial,Kylian Duquesne,NL,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Follow Me,Psychic,Helping Hand,Trick Room,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Landorus, Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Tornadus, Covert Cloak,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Icy Wind,Anando Kordic ,Win,Tinashe Jones ,Win,Oscar Princivalle ,Win,Tianyi Chen ,Loss,Daniel Pastor Fernández ,Win,Marc Balboa ,Win,Karl Akpovi ,Loss,Jorijn Raijmakers ,Win,Christos Santas ,Win,Menelik Collymore ,Win,Mark Cotter ,Win,Salvatore Rega ,Loss,Rafael Sadowski ,Win,Riccardo Stellini ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/266,https://pokepast.es/6b3c044ed7de23df,10,4
special-utrecht,Oficial,Hengyue Zhang,CN,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Howl,Sunny Day,Chi-Yu, Focus Sash,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Horn Leech,Ivy Cudgel,Follow Me,Spiky Shield,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Power Gem,Kingambit, Assault Vest,Defiant,Fairy,Assurance,Low Kick,Sucker Punch,Iron Head,Dragonite, Life Orb,Inner Focus,Normal,Extreme Speed,Ice Spinner,Stomping Tantrum,Protect,Juan Núñez Moreno ,Win,Audric David ,Loss,Ryan Powney ,Win,Chuck Yin Sin ,Win,Sean Sumner ,Win,Aleksandra Ćwikiel ,Loss,Julian Piñeiro Fernandez ,Win,Munkh-Orgil Munkhbat ,Win,Emanuele quagliani ,Win,Justin De Backer ,Win,Salvatore Rega ,Loss,Emilio Dominguez ,Win,Leonardo Bonanomi ,Loss,Kevin Salvetto ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/122,https://pokepast.es/4e0b58a99035ac27,10,4
special-utrecht,Oficial,Leonardo Bonanomi,IT,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Incineroar, Sitrus Berry,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Taunt,Raging Bolt,Booster Energy,Protosynthesis,Fairy,- Thunderclap,Dragon Pulse,Thunderbolt,Protect,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,U-turn,Aqua Jet,Juan Manuel Odriozola ,Win,Lennard Messerschmidt ,Win,Alessandro Finotto ,Win,Hermann Krumrey ,Win,Roberto Parente ,Win,Bas van der Heijden ,Win,Alex Gómez Berna ,Win,Aurélien Soula ,Loss,Rafael Sadowski ,Loss,Tim Voss ,Win,Louis Markl ,Loss,Pierre Coste ,Win,Hengyue Zhang ,Win,Iker Rodrigo ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/646,https://pokepast.es/9c7bf50bcc57f9f6,10,4
special-utrecht,Oficial,Akram Hamdi,NL,Regieleki, Focus Sash,Transistor,Ghost,Thunderbolt,Electroweb,Volt Switch,Protect,Sylveon, Throat Spray,Pixilate,Water,Hyper Voice,Misty Terrain,Quick Attack,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Incineroar, Assault Vest,Intimidate,Grass,Flare Blitz,Fake Out,U-turn,Snarl,Baxcalibur, Clear Amulet,Thermal Exchange,Bug,Glaive Rush,Icicle Crash,Ice Shard,Protect,Sam Plassgård ,Win,Max Waterman ,Win,Bram Storteler ,Win,Nick Mandoeng ,Win,Joan Poyato Barberá ,Loss,Eric Rios ,Win,Livio Sandberg ,Win,Nikhil Reddy ,Loss,Rob Akershoek ,Win,Sven van der Voorden ,Loss,Hsuan-Chih Kuo ,Win,Menelik Collymore ,Win,Laura Schmenk ,Win,Forhad Chodhoury ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/579,https://pokepast.es/16fcc43f1bb95216,10,4
special-utrecht,Oficial,Giulio Tarlao,IT,Volcarona, Leftovers,Flame Body,Fairy,Heat Wave,Tera Blast,Quiver Dance,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Amoonguss, Rocky Helmet,Regenerator,Water,Spore,Protect,Rage Powder,Pollen Puff,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Will-O-Wisp,Knock Off,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Draco Meteor,Thunderclap,Urshifu, Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Protect,Kara van der Meulen ,Win,Julius Neier ,Win,Joseph Martin ,Loss,Hsuan-Chih Kuo ,Loss,Aline Kleinschnitz ,Win,Daniel Pastor Fernández ,Win,Simon Bernard ,Win,Sebastian Blümmers ,Win,Luca Breitling-Pause ,Win,Alex DellaPasqua ,Loss,Paul Ender ,Win,Oliver Gausden ,Loss,Tim Voss ,Win,Alessandro Pietro Tucci ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/542,https://pokepast.es/d7163f6f50594347,10,4
special-utrecht,Oficial,Bowei Zhang,CN,Kingambit, Assault Vest,Defiant,Fairy,Assurance,Sucker Punch,Low Kick,Iron Head,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Power Gem,Moonblast,Chi-Yu, Focus Sash,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Protect,Dragonite, Life Orb,Inner Focus,Normal,Extreme Speed,Stomping Tantrum,Ice Spinner,Protect,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Sunny Day,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Diego Canapini ,Win,Michael Kelsch ,Win,Forhad Chodhoury ,Loss,Sten Schram ,Win,Rahim Farzan ,Win,Ciro Barbato ,Win,Munkh-Orgil Munkhbat ,Win,Rafael Sadowski ,Loss,Joan Poyato Barberá ,Win,Davide Carrer ,Win,Víctor Medina ,Loss,Oliver Marek ,Loss,Karl Akpovi ,Win,Jan Altisent Brescó ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/319,https://pokepast.es/32c4cd7e85a89472,10,4
special-utrecht,Oficial,Oliver Marek,DE,Roaring Moon, Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Knock Off,Taunt,Tailwind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Landorus, Life Orb,Sheer Force,Steel,Earth Power,Protect,Sandsear Storm,Sludge Bomb,Entei, Choice Band,Inner Focus,Normal,Crunch,Sacred Fire,Iron Head,Extreme Speed,Raging Bolt,Assault Vest,Protosynthesis,Electric,- Thunderclap,Thunderbolt,Draco Meteor,Snarl,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind,Andres Mora ,Win,Carlos Sanchez Rodriguez ,Loss,Niels de Jonge ,Loss,Ricardo Hogeboom ,Win,Bram Storteler ,Win,Björn Vehlow ,Win,Quilliano van Hal ,Win,Andres Escobosa ,Win,Asra Stone ,Win,Francesco Pio Pero ,Win,Carlos Cabal ,Loss,Bowei Zhang ,Win,Oliver Gausden ,Loss,Sven van der Voorden ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/35,https://pokepast.es/bc9d43328be41384,9,5
special-utrecht,Oficial,Jan Altisent Brescó,ES,Landorus, Life Orb,Sheer Force,Steel,Earth Power,Substitute,Protect,Sludge Bomb,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Snarl,Electroweb,Dragon Pulse,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Incineroar, Sitrus Berry,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Will-O-Wisp,David Hernández Fortea ,Win,Laura Schmenk ,Loss,Gabriela Maida Claros ,Win,Salvatore Rega ,Win,Muhammed Kucuksu ,Win,Michael Kelsch ,Loss,Hermann Krumrey ,Win,Alberto Russo ,Win,Joseph Martin ,Win,Forhad Chodhoury ,Win,Alex Gómez Berna ,Loss,Yvar Vlieger ,Loss,Justin De Backer ,Win,Bowei Zhang ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/50,https://pokepast.es/56afce7b833ef6b4,9,5
special-utrecht,Oficial,Karl Akpovi,FR,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Incineroar, Sitrus Berry,Intimidate,Ghost,Taunt,Flare Blitz,Parting Shot,Fake Out,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Aqua Jet,Close Combat,U-turn,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Protect,Substitute,Hao Lu ,Win,Pros Leerman ,Win,Bart van Doorn ,Win,Valentijn Visser ,Win,Alessandro Pietro Tucci ,Loss,Dominic Scheffler ,Win,Kylian Duquesne ,Win,Adam Cherfaoui ,Loss,Baris “BillaVGC” Akcos ,Win,DROP,DROP,Emir Abdulovski ,Loss,Mark Cotter ,Loss,Bowei Zhang ,Loss,Tim Voss ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/596,https://pokepast.es/134ab2f9c9e0477b,9,5
special-utrecht,Oficial,Pierre Coste,FR,Amoonguss, Sitrus Berry,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Sludge Bomb,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Follow Me,Horn Leech,Kingambit, Safety Goggles,Defiant,Dragon,Protect,Kowtow Cleave,Iron Head,Sucker Punch,Gouging Fire,Booster Energy,Protosynthesis,Fairy,- Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sacred Sword,Sucker Punch,Dragonite, Assault Vest,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Thunder Punch,Lee Watson ,Win,Sam Tabner ,Win,Adam Benzoubir ,Win,Patrick Bakker ,Loss,Florian Temme ,Win,Valentijn Visser ,Win,Rafael Sadowski ,Loss,Sergio Ramirez ,Win,Sebastian Liu Li ,Win,Paul Ender ,Win,Iker Rodrigo ,Loss,Leonardo Bonanomi ,Loss,Davide Carrer ,Win,Alex DellaPasqua ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/586,https://pokepast.es/17b4f436f1f6054f,9,5
special-utrecht,Oficial,Laura Schmenk,DE,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Mystical Fire,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Protect,Farigiraf, Throat Spray,Armor Tail,Fairy,Psychic,Hyper Voice,Trick Room,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Grassy Glide,Wood Hammer,Spiky Shield,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Sander Tiggelman ,Win,Jan Altisent Brescó ,Win,Jesús Montero ,Win,Fernando Risoto ,Win,Patrick Fischer ,Win,Aurélien Soula ,Loss,Emir Abdulovski ,Loss,Roel Egberts ,Win,Roberto Parente ,Win,Kevin Salvetto ,Win,Domenico Vaccariello ,Loss,Tim Voss ,Win,Akram Hamdi ,Loss,Adam Cherfaoui ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/420,https://pokepast.es/418b791170f834ed,9,5
special-utrecht,Oficial,Kevin Salvetto,IT,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Aqua Jet,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Calm Mind,Protect,Tera Blast,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Damir Lokmic ,Win,Quentin CLÉMENT ,Win,Vu Nguyen ,Win,Francesco Ferrini ,Win,Francesco Baldelli ,Win,David Carrasco ,Win,Riccardo Stellini ,Loss,Forhad Chodhoury ,Win,Mark Cotter ,Loss,Laura Schmenk ,Loss,Oliver Gausden ,Loss,Alessandro Pietro Tucci ,Win,Riccardo Minardi ,Win,Hengyue Zhang ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/537,https://pokepast.es/a5bcb8545bb28bea,9,5
special-utrecht,Oficial,Louis Markl,DE,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Flutter Mane, Booster Energy,Protosynthesis,Grass,Moonblast,Shadow Ball,Calm Mind,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Farigiraf, Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Trick Room,Protect,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Knock Off,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,- Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield,Francesco Luigi Pardini ,Win,Archie Maltman-McAuley ,Win,Salvatore Rega ,Win,Livio Sandberg ,Loss,Tinashe Jones ,Win,Simon Schlütter ,Win,Alex DellaPasqua ,Loss,Giacomo Pauselli ,Win,Nick Mandoeng ,Win,Emilio Dominguez ,Win,Leonardo Bonanomi ,Win,Riccardo Stellini ,Loss,Alex Gómez Berna ,Loss,Rafael Sadowski ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/560,https://pokepast.es/1ffeac0d0b66c898,9,5
special-utrecht,Oficial,Mark Cotter,IE,Articuno-Galar, Life Orb,Competitive,Psychic,Expanding Force,Trick Room,Protect,Air Slash,Lilligant-Hisui,Focus Sash,Chlorophyll,Grass,Sleep Powder,Solar Blade,Close Combat,After You,Walking Wake,Choice Specs,Protosynthesis,Water,Draco Meteor,Hydro Steam,Flamethrower,Dragon Pulse,Indeedee-F, Psychic Seed,Psychic Surge,Dragon,Dazzling Gleam,Helping Hand,Trick Room,Follow Me,Iron Hands, Assault Vest,Quark Drive,Grass,Close Combat,Drain Punch,Wild Charge,Fake Out,Torkoal,Charcoal,Drought,Fire,Eruption,Protect,Earth Power,Yawn,Francisco Garví ,Loss,Maxime Mastromatteo ,Win,Benjamin Thanner ,Win,Lennart Jung ,Win,Soeren Schlichting ,Win,Patrick Fischer ,Win,Francesco Deiana ,Loss,Gonzalo Estrada ,Win,Kevin Salvetto ,Win,Alessandro Pietro Tucci ,Win,Kylian Duquesne ,Loss,Karl Akpovi ,Win,Carlos Cabal ,Loss,Eric Rios ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/215,https://pokepast.es/b02b7d47da66a1fb,9,5
special-utrecht,Oficial,Francesco Pio Pero,IT,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Rillaboom, Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,U-turn,Aqua Jet,Carlos Rodríguez ,Win,Nick Schrott ,Win,James Clough ,Win,Nikolai Kügler ,Win,Mark Mullender ,Win,Sebastian Liu Li ,Win,Aurélien Soula ,Loss,Patrick Schulke ,Win,Yvar Vlieger ,Loss,Oliver Marek ,Loss,Forhad Chodhoury ,Loss,Shengyu Wang ,Win,Eric Rios ,Loss,Paul Ender ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/357,https://pokepast.es/29b101af09128975,9,5
special-utrecht,Oficial,Riccardo Minardi,IT,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Rain Dance,Tailwind,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Incineroar, Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Thunderclap,Dragon Pulse,Snarl,Jordan Jourdan ,Win,Bram Storteler ,Loss,Carlos Caño Bermúdez ,Win,Jesús Montero ,Loss,Sergio Pascual Pino ,Win,Miguel Latorre ,Win,Jonas Nienhüser ,Win,Francesco Ferrini ,Win,Patrick Schulke ,Win,Domenico Vaccariello ,Loss,Eric Rios ,Loss,Hsuan-Chih Kuo ,Win,Kevin Salvetto ,Loss,Menelik Collymore ,Win,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/311,https://pokepast.es/d30511a0163575a9,9,5
special-utrecht,Oficial,Emilio Dominguez,ES,Ursaluna, Flame Orb,Guts,Dragon,Earthquake,Facade,Protect,Swords Dance,Torkoal,Charcoal,Drought,Fire,Eruption,Flamethrower,Protect,Helping Hand,Urshifu, Life Orb,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Cresselia, Mental Herb,Levitate,Fairy,Trick Room,Lunar Blessing,Moonblast,Helping Hand,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Perish Song,Moonblast,Lilligant-Hisui,Focus Sash,Chlorophyll,Ghost,Solar Blade,Sleep Powder,After You,Close Combat,Adrian Krajinovic ,Win,Dezz Nytes ,Win,Roel Egberts ,Win,Francesco Chirico ,Win,Sebastian Liu Li ,Loss,Philipp Mayr ,Win,Oguz Salbacak ,Win,Joseph Martin ,Win,Emir Abdulovski ,Loss,Louis Markl ,Loss,Alessandro Pietro Tucci ,Win,Hengyue Zhang ,Loss,Menelik Collymore ,Win,Javier Señorena ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/559,https://pokepast.es/8399eb2be2e0891e,9,5
special-utrecht,Oficial,Francesco Deiana,IT,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Icy Wind,Shadow Ball,Moonblast,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Close Combat,U-turn,Surging Strikes,Aqua Jet,Rillaboom, Assault Vest,Grassy Surge,Fire,Grassy Glide,Fake Out,High Horsepower,Wood Hammer,Incineroar, Sitrus Berry,Intimidate,Ghost,Flare Blitz,Taunt,Fake Out,Parting Shot,Landorus, Life Orb,Sheer Force,Poison,Protect,Sludge Bomb,Substitute,Earth Power,Raging Bolt,Booster Energy,Protosynthesis,Grass,Protect,Thunderclap,Dragon Pulse,Thunderbolt,Manuel Schwab ,Win,Lennart Jung ,Win,Boris Hamm ,Win,Nikhil Reddy ,Loss,Bartosz Ekiert ,Win,Giacomo Pauselli ,Win,Mark Cotter ,Win,Roberto Parente ,Win,Alex Gómez Berna ,Loss,Víctor Medina ,Loss,Menelik Collymore ,Loss,DROP,DROP,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/103,https://pokepast.es/378a73a32af09d98,8,4
special-utrecht,Oficial,Justin De Backer,BE,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Annihilape, Sitrus Berry,Defiant,Fairy,Rage Fist,Drain Punch,Bulk Up,Protect,Cresselia, Safety Goggles,Levitate,Poison,Moonblast,Ally Switch,Lunar Blessing,Trick Room,Incineroar, Assault Vest,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,U-turn,Grimmsnarl,Roseli Berry,Prankster,Ghost,Spirit Break,Fake Out,Parting Shot,Light Screen,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect,Alberto Russo ,Loss,Sergio Sanz Frías ,Win,Henry Mallinson ,Win,Philipp Mayr ,Loss,Jorge Alfonso Garcia ,Win,Max Waterman ,Win,Pablo Gallardo Hiraldo ,Win,Aleksandra Ćwikiel ,Win,Jannik Koch ,Win,Hengyue Zhang ,Loss,Davide Carrer ,Win,Forhad Chodhoury ,Loss,Jan Altisent Brescó ,Loss,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/532,https://pokepast.es/7a0ecfa9bd90ee83,8,5
special-utrecht,Oficial,Menelik Collymore,UK,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Swords Dance,Grassy Glide,Incineroar, Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Flare Blitz,Farigiraf, Throat Spray,Armor Tail,Fairy,Protect,Psychic,Hyper Voice,Trick Room,Flutter Mane, Booster Energy,Protosynthesis,Grass,Protect,Moonblast,Calm Mind,Shadow Ball,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet,Rillaboom, Assault Vest,Grassy Surge,Poison,Grassy Glide,Fake Out,U-turn,Wood Hammer,Deniz Mimaroglu ,Loss,Chuck Yin Sin ,Loss,Giacomo Trapani ,Win,Florian Harloff ,Win,Andrea Maiellaro ,Win,John Damas ,Win,Benjamin Majaura ,Win,Oscar Princivalle ,Win,Mark Mullender ,Win,Kylian Duquesne ,Loss,Francesco Deiana ,Win,Akram Hamdi ,Loss,Emilio Dominguez ,Loss,Riccardo Minardi ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/217,https://pokepast.es/2312d0eb50e4e0a6,8,6
special-utrecht,Oficial,Tim Voss,DE,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Moonblast,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Incineroar, Safety Goggles,Intimidate,Water,Flare Blitz,Fake Out,Knock Off,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Ursaluna-Bloodmoon,Life Orb,Mindâ€™s Eye,Normal,- Blood Moon,Earth Power,Hyper Voice,Protect,Alejandro Ramos oliva ,Win,Julian Piñeiro Fernandez ,Win,Nicola Gianola ,Loss,Sizar Gati ,Win,Giacomo Pauselli ,Loss,Carlos Sanchez Rodriguez ,Win,Huib Buijssen ,Win,Antonio Marchitelli ,Win,Julen Maeso Calzada ,Win,Leonardo Bonanomi ,Loss,Bart van Doorn ,Win,Laura Schmenk ,Loss,Giulio Tarlao ,Loss,Karl Akpovi ,Loss,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/452,https://pokepast.es/1fcd85e9f5ed5f36,8,6
