"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Incineroar","Safety Goggles","Intimidate","Ghost","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Parting Shot"
"Glimmora","Power Herb","Toxic Debris","Grass","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Meteor Beam"
"Glimmora","Power Herb","Toxic Debris","Grass","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Sludge Bomb"
"Glimmora","Power Herb","Toxic Debris","Grass","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Earth Power"
"Glimmora","Power Herb","Toxic Debris","Grass","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Spiky Shield"
"Glimmora","Power Herb","Toxic Debris","Grass","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Meteor Beam"
"Glimmora","Power Herb","Toxic Debris","Grass","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Sludge Bomb"
"Glimmora","Power Herb","Toxic Debris","Grass","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Earth Power"
"Glimmora","Power Herb","Toxic Debris","Grass","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Spiky Shield"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","U-turn"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Stellar","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Stellar","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Stellar","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Stellar","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","U-turn"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Moonblast"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Shadow Ball"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Calm Mind"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","HIMMY POKEMON DAY WEEK GLIZZY BASH (100$ FOR 1ST)","striker","American Balance","Protect"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Moonblast"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Shadow Ball"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Calm Mind"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","Pokemon Day Week x Saturday Night Rumble #41","striker","American Balance","Protect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Don Czech","Articuno Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Don Czech","Articuno Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Don Czech","Articuno Offense","Swords Dance"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Don Czech","Articuno Offense","Spiky Shield"
"Kingambit","Assault Vest","Defiant","Dragon","regional-charlotte","Don Czech","Articuno Offense","Kowtow Cleave"
"Kingambit","Assault Vest","Defiant","Dragon","regional-charlotte","Don Czech","Articuno Offense","Sucker Punch"
"Kingambit","Assault Vest","Defiant","Dragon","regional-charlotte","Don Czech","Articuno Offense","Low Kick"
"Kingambit","Assault Vest","Defiant","Dragon","regional-charlotte","Don Czech","Articuno Offense","Iron Head"
"Articuno","Never-Melt Ice","Snow Cloak","Fire","regional-charlotte","Don Czech","Articuno Offense","Tailwind"
"Articuno","Never-Melt Ice","Snow Cloak","Fire","regional-charlotte","Don Czech","Articuno Offense","Freeze-Dry"
"Articuno","Never-Melt Ice","Snow Cloak","Fire","regional-charlotte","Don Czech","Articuno Offense","Blizzard"
"Articuno","Never-Melt Ice","Snow Cloak","Fire","regional-charlotte","Don Czech","Articuno Offense","Protect"
"Ninetales-Alola","Light Clay","Snow Warning","Water","regional-charlotte","Don Czech","Articuno Offense","Icy Wind"
"Ninetales-Alola","Light Clay","Snow Warning","Water","regional-charlotte","Don Czech","Articuno Offense","Aurora Veil"
"Ninetales-Alola","Light Clay","Snow Warning","Water","regional-charlotte","Don Czech","Articuno Offense","Moonblast"
"Ninetales-Alola","Light Clay","Snow Warning","Water","regional-charlotte","Don Czech","Articuno Offense","Encore"
"Magmar","Eviolite","Flame Body","Grass","regional-charlotte","Don Czech","Articuno Offense","Taunt"
"Magmar","Eviolite","Flame Body","Grass","regional-charlotte","Don Czech","Articuno Offense","Overheat"
"Magmar","Eviolite","Flame Body","Grass","regional-charlotte","Don Czech","Articuno Offense","Follow Me"
"Magmar","Eviolite","Flame Body","Grass","regional-charlotte","Don Czech","Articuno Offense","Protect"
"Landorus","Life Orb","Sheer Force","Poison","regional-charlotte","Don Czech","Articuno Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","regional-charlotte","Don Czech","Articuno Offense","Protect"
"Landorus","Life Orb","Sheer Force","Poison","regional-charlotte","Don Czech","Articuno Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","regional-charlotte","Don Czech","Articuno Offense","Sandsear Storm"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Emir Abdulovski","Articuno Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Emir Abdulovski","Articuno Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Emir Abdulovski","Articuno Offense","Substitute"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Emir Abdulovski","Articuno Offense","Protect"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Emir Abdulovski","Articuno Offense","Flare Blitz"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Emir Abdulovski","Articuno Offense","Rock Slide"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Emir Abdulovski","Articuno Offense","Extreme Speed"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Emir Abdulovski","Articuno Offense","Head Smash"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Emir Abdulovski","Articuno Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Emir Abdulovski","Articuno Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Emir Abdulovski","Articuno Offense","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Emir Abdulovski","Articuno Offense","Spiky Shield"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Emir Abdulovski","Articuno Offense","Blizzard"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Emir Abdulovski","Articuno Offense","Ice Beam"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Emir Abdulovski","Articuno Offense","Freeze-Dry"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Emir Abdulovski","Articuno Offense","Sheer Cold"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Emir Abdulovski","Articuno Offense","Blizzard"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Emir Abdulovski","Articuno Offense","Moonblast"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Emir Abdulovski","Articuno Offense","Aurora Veil"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Emir Abdulovski","Articuno Offense","Helping Hand"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Emir Abdulovski","Articuno Offense","Thunderclap"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Emir Abdulovski","Articuno Offense","Draco Meteor"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Emir Abdulovski","Articuno Offense","Electroweb"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Emir Abdulovski","Articuno Offense","Snarl"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Nikhil Reddy","Articuno Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Nikhil Reddy","Articuno Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Nikhil Reddy","Articuno Offense","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","special-utrecht","Nikhil Reddy","Articuno Offense","Spiky Shield"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Nikhil Reddy","Articuno Offense","Blizzard"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Nikhil Reddy","Articuno Offense","Moonblast"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Nikhil Reddy","Articuno Offense","Aurora Veil"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","special-utrecht","Nikhil Reddy","Articuno Offense","Helping Hand"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Nikhil Reddy","Articuno Offense","Flare Blitz"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Nikhil Reddy","Articuno Offense","Rock Slide"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Nikhil Reddy","Articuno Offense","Head Smash"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","special-utrecht","Nikhil Reddy","Articuno Offense","Extreme Speed"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Nikhil Reddy","Articuno Offense","Blizzard"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Nikhil Reddy","Articuno Offense","Ice Beam"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Nikhil Reddy","Articuno Offense","Freeze-Dry"
"Articuno","Choice Specs","Snow Cloak","Ice","special-utrecht","Nikhil Reddy","Articuno Offense","Sheer Cold"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Nikhil Reddy","Articuno Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Nikhil Reddy","Articuno Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Nikhil Reddy","Articuno Offense","Substitute"
"Landorus","Life Orb","Sheer Force","Steel","special-utrecht","Nikhil Reddy","Articuno Offense","Protect"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Nikhil Reddy","Articuno Offense","Electroweb"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Nikhil Reddy","Articuno Offense","Draco Meteor"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Nikhil Reddy","Articuno Offense","Thunderclap"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","special-utrecht","Nikhil Reddy","Articuno Offense","Snarl"
"Articuno","Rocky Helmet","Snow Cloak","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Sheer Cold"
"Articuno","Rocky Helmet","Snow Cloak","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Freeze-Dry"
"Articuno","Rocky Helmet","Snow Cloak","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Tailwind"
"Articuno","Rocky Helmet","Snow Cloak","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Roost"
"Ninetales-Alola","Light Clay","Snow Warning","Ghost","regional-liverpool","Ross Stewart","Articuno Offense","Moonblast"
"Ninetales-Alola","Light Clay","Snow Warning","Ghost","regional-liverpool","Ross Stewart","Articuno Offense","Icy Wind"
"Ninetales-Alola","Light Clay","Snow Warning","Ghost","regional-liverpool","Ross Stewart","Articuno Offense","Aurora Veil"
"Ninetales-Alola","Light Clay","Snow Warning","Ghost","regional-liverpool","Ross Stewart","Articuno Offense","Blizzard"
"Arcanine-Hisui","Choice Band","Intimidate","Fairy","regional-liverpool","Ross Stewart","Articuno Offense","Flare Blitz"
"Arcanine-Hisui","Choice Band","Intimidate","Fairy","regional-liverpool","Ross Stewart","Articuno Offense","Rock Slide"
"Arcanine-Hisui","Choice Band","Intimidate","Fairy","regional-liverpool","Ross Stewart","Articuno Offense","Extreme Speed"
"Arcanine-Hisui","Choice Band","Intimidate","Fairy","regional-liverpool","Ross Stewart","Articuno Offense","Tera Blast"
"Kingambit","Assault Vest","Defiant","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Kowtow Cleave"
"Kingambit","Assault Vest","Defiant","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Sucker Punch"
"Kingambit","Assault Vest","Defiant","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Iron Head"
"Kingambit","Assault Vest","Defiant","Dragon","regional-liverpool","Ross Stewart","Articuno Offense","Low Kick"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ross Stewart","Articuno Offense","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ross Stewart","Articuno Offense","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ross Stewart","Articuno Offense","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-liverpool","Ross Stewart","Articuno Offense","Spiky Shield"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Ross Stewart","Articuno Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Ross Stewart","Articuno Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Ross Stewart","Articuno Offense","Substitute"
"Landorus","Life Orb","Sheer Force","Poison","regional-liverpool","Ross Stewart","Articuno Offense","Protect"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","regional-goiânia","Sebastian Escalante","Articuno Offense","Rock Slide"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","regional-goiânia","Sebastian Escalante","Articuno Offense","Flare Blitz"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","regional-goiânia","Sebastian Escalante","Articuno Offense","Extreme Speed"
"Arcanine-Hisui","Choice Band","Intimidate","Ghost","regional-goiânia","Sebastian Escalante","Articuno Offense","Head Smash"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","regional-goiânia","Sebastian Escalante","Articuno Offense","Electroweb"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","regional-goiânia","Sebastian Escalante","Articuno Offense","Snarl"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","regional-goiânia","Sebastian Escalante","Articuno Offense","Draco Meteor"
"Raging Bolt","Assault Vest","Protosynthesis","Fairy","regional-goiânia","Sebastian Escalante","Articuno Offense","Thunderclap"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","regional-goiânia","Sebastian Escalante","Articuno Offense","Blizzard"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","regional-goiânia","Sebastian Escalante","Articuno Offense","Aurora Veil"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","regional-goiânia","Sebastian Escalante","Articuno Offense","Moonblast"
"Ninetales-Alola","Light Clay","Snow Warning","Fire","regional-goiânia","Sebastian Escalante","Articuno Offense","Helping Hand"
"Landorus","Life Orb","Sheer Force","Steel","regional-goiânia","Sebastian Escalante","Articuno Offense","Protect"
"Landorus","Life Orb","Sheer Force","Steel","regional-goiânia","Sebastian Escalante","Articuno Offense","Earth Power"
"Landorus","Life Orb","Sheer Force","Steel","regional-goiânia","Sebastian Escalante","Articuno Offense","Sludge Bomb"
"Landorus","Life Orb","Sheer Force","Steel","regional-goiânia","Sebastian Escalante","Articuno Offense","Substitute"
"Articuno","Choice Specs","Snow Cloak","Ice","regional-goiânia","Sebastian Escalante","Articuno Offense","Blizzard"
"Articuno","Choice Specs","Snow Cloak","Ice","regional-goiânia","Sebastian Escalante","Articuno Offense","Freeze-Dry"
